test,class0,class1,class2,class3,class4
0.0,0.9999086361190611,5.0732640717372685e-06,2.700395088314647e-05,1.4890630045457064e-06,5.779760297930316e-05
2.0,0.008423854203307862,0.4735762207796807,0.2746350621410212,0.04716043940996613,0.19620442346602418
0.0,0.021853625622138856,0.18042004408691642,0.07833818732859722,0.3521640040902395,0.3672241388721079
0.0,0.7956717513024835,0.02461516019894791,0.06400117795224525,0.002750453054763419,0.1129614574915598
0.0,0.9999969793016734,1.2167357059321866e-07,1.4027049012616136e-06,6.405282039999576e-09,1.489914572955598e-06
0.0,0.11463153699620267,0.11039237083013169,0.4450278135832583,0.28234653712094243,0.047601741469464956
0.0,0.9101413317608823,0.01652422869092215,0.010101374756684661,0.0003122331643512717,0.06292083162715945
0.0,0.0033872231458560095,0.22013985285108237,0.3090978588060901,0.38389404958283696,0.08348101561413464
4.0,0.009233398357034711,0.11268811685949555,0.8215279386425592,0.03894492366811591,0.017605622472794534
2.0,0.6546843189939194,0.11562608145867675,0.12197517076819435,0.016115861583539504,0.09159856719566999
4.0,6.431042559998947e-07,0.2821474658477878,0.29866991635449364,1.818058750825686e-05,0.4191637941059543
2.0,0.0007188827364664176,0.3016472984497718,0.491146435462683,0.1189741839590863,0.08751319939199252
0.0,0.6806457492073043,0.10162949608411706,0.15196045678472145,0.003202321496491827,0.06256197642736541
0.0,0.8111346456929424,0.1177902259295645,0.03361179577294013,0.0010986630095607,0.03636466959499221
4.0,0.12353845904076435,0.24771947649389792,0.3714211366611351,0.05599498594325,0.2013259418609525
0.0,0.7935993909044103,0.07693922565142411,0.04938150394469545,0.0015675874889626753,0.07851229201050741
4.0,0.8704534915247367,0.0019197209282117349,0.08410070897303076,0.0015606685322402424,0.04196541004178053
2.0,0.029783235535197943,0.044328824431947356,0.4759783209575365,0.29040343393936063,0.15950618513595755
2.0,0.010902220400194666,0.05799432823679812,0.8204839353970707,0.05918133986436418,0.051438176101572385
4.0,0.0015928834928266781,0.049759380022001136,0.4147502505708843,0.058083351815827355,0.47581413409846046
2.0,0.6123062971292875,0.11106597939565135,0.14777442411055705,0.004114855101739401,0.12473844426276474
1.0,2.865341036010107e-07,0.06448574462454214,0.2599968596116093,0.3059323193915147,0.36958478983823023
2.0,8.490049625305036e-05,0.3748215958043534,0.4605261646263219,0.11095707674611144,0.0536102623269601
4.0,0.013836739902165076,0.5470194690719417,0.30737992493303706,0.09535884525758329,0.036405020835273104
0.0,0.9402486923120134,0.010479163802697082,0.016152033366835232,0.0001526053970596495,0.032967505121394715
3.0,0.006765952780448906,0.21792954679982207,0.41614655924749583,0.030668656943756218,0.32848928422847706
1.0,0.17016454924226646,0.7105920422463351,0.005559968267972566,0.011743322516314665,0.10194011772711119
2.0,0.020968460007448113,0.0017296932901436982,0.2227350408014207,2.7676077288756074e-05,0.7545391298236988
2.0,0.0001225356520124497,0.3141190314801999,0.35531110046393505,0.22545339647046425,0.1049939359333884
2.0,0.42762505677559925,0.10762232161187954,0.17196865283519597,0.1308157392231072,0.16196822955421802
2.0,7.531078728491922e-05,0.2004169551639742,0.30007358231146436,0.007382137918963467,0.49205201381831287
0.0,0.6770433583396879,0.18101411097454795,0.07544642537226011,0.0015762921314759599,0.06491981318202825
3.0,0.011022823735311112,0.4032012392400034,0.3847741469110133,0.031199103050947096,0.1698026870627251
0.0,0.9207100367976077,0.009405381882632855,0.025161875766850462,0.002143033774557166,0.04257967177835186
2.0,0.0006550803733027443,0.8224251362789736,0.10320869710847953,0.0189022583344201,0.05480882790482389
1.0,0.02169502558289585,0.5044758512460229,0.2957679521214839,0.12195315600811804,0.05610801504147922
0.0,0.9999128147636962,3.3905196188221414e-06,2.1164636183956395e-05,5.198782308547525e-07,6.211020227031688e-05
2.0,0.00015598719387856537,0.19258045848870278,0.21915737417321787,0.4821046654554316,0.10600151468876905
0.0,0.6587464070732288,0.20413597415464219,0.04420314082861141,0.0012875027276709977,0.09162697521584659
0.0,0.9998151297070107,1.058569379166848e-05,1.549161446444354e-05,5.582869872939152e-07,0.00015823469774608507
0.0,0.1278644888967953,0.011891309336620215,0.14494929538271148,0.6781960960299714,0.03709881035390164
0.0,0.9445214309077767,0.028359159194836992,0.01233495192939706,0.00014983455461816455,0.014634623413370868
2.0,0.016709072078347414,0.050627602401589256,0.3917154480505341,0.4027532956638441,0.1381945818056851
2.0,0.018173362657186054,0.10942200227797652,0.5942096059068429,0.11393233025247863,0.1642626989055159
0.0,0.700077704867593,0.054789774930532234,0.03627046899313337,0.0073867591282711234,0.20147529208047021
0.0,0.8513698561006205,0.030444615619348584,0.04799440977206284,0.0007671533173845565,0.06942396519058347
0.0,0.16498661154311028,0.009697562170173044,0.1232901521893339,0.06779256896685669,0.6342331051305261
1.0,0.001157373688157187,0.879481311626686,0.07736017387988404,0.003514025989417336,0.03848711481585531
1.0,0.0006506032706561171,0.9003052519664216,0.07033466277465934,0.004859190914057201,0.02385029107420558
0.0,0.05375652323635535,0.10484215387767351,0.14345217018162662,0.5672902157926392,0.1306589369117054
3.0,0.006242260131543723,0.646327393229756,0.020086443121414815,0.0043757903108513204,0.32296811320643415
0.0,0.8698800822061816,0.020490514368993733,0.028140183705536184,0.0003886391300174325,0.0811005805892709
2.0,5.787358600319874e-07,0.00026387859917549145,0.9914992812876993,0.007049717771839708,0.0011865436054254773
0.0,0.9999297843052598,3.065168087307679e-06,8.94181397740198e-06,2.1199594540099194e-07,5.7996716730212606e-05
2.0,0.008273481622956222,0.004704599405143077,0.4071426076753566,0.0001931465729201787,0.579686164723624
0.0,0.9999518426796252,2.3677933255504455e-06,1.1165087019923166e-05,3.1457817144787625e-06,3.1478658314932656e-05
1.0,0.006537217668532393,0.5564265454142167,0.2503796968893894,0.030695494060728187,0.15596104596713345
3.0,1.2948842650404376e-08,0.04701450720110728,3.1880734932378772e-06,0.9048743410516313,0.04810795072492551
1.0,2.395018761992599e-07,0.08664180777424765,0.04359194123212043,0.09915581222679244,0.7706101992649633
0.0,0.9999150434741572,5.109790613938799e-06,1.1675577062543387e-05,4.353862138121485e-07,6.773577195254971e-05
2.0,0.0004381755300528004,0.08753935462869887,0.2187140469684982,0.4728534280765139,0.2204549947962363
0.0,0.9999584100583323,2.308969424092463e-06,3.530380348062183e-05,4.1543515884629527e-07,3.5617336041520565e-06
0.0,0.9994537410515216,5.1437805590739335e-05,0.00030449845251293673,1.2513242187370768e-05,0.00017780944818754628
3.0,0.015834349175067812,0.6324808399282147,0.18149471695997013,0.07000082130170263,0.10018927263504451
4.0,0.0001686443727315981,0.08986972191648122,0.03229479727033696,1.4357835886746753e-05,0.8776524786045634
2.0,5.776922878868479e-05,0.23651826169443838,0.5988324696126459,0.022586129027962268,0.1420053704361647
2.0,0.0002740996707112882,0.16708640304958658,0.5999945203669165,0.20576494273532747,0.026880034177458264
0.0,0.7540679896015972,0.06721420817994843,0.060892828633768006,0.00015649715318893112,0.11766847643149761
0.0,0.9690375283448448,0.0014621995425413766,0.0048007971139087625,0.0006774877804703128,0.024021987218234883
0.0,0.900403953546137,0.016699171148821853,0.022482441667452654,0.0005268262163620533,0.05988760742122668
0.0,0.9812721848904994,0.00252152500597371,0.003663778429366427,3.9205822575200013e-05,0.012503305851585406
1.0,0.42412258527903035,0.2942388289628489,0.009537366259028266,0.18317990216014582,0.08892131733894673
0.0,0.9999520255407562,9.328741504917537e-06,1.163902667522467e-05,5.311165398207578e-08,2.6953579409701026e-05
3.0,0.16124290498987073,0.01824493907087231,0.4752147657632964,0.029605488747116934,0.31569190142884357
1.0,0.028917433015954716,0.5707999297506015,0.16277138897553875,0.08991574160040511,0.14759550665749996
0.0,0.46508213286105443,0.2169305496687108,0.20224626400256557,0.001068727742870164,0.11467232572479913
2.0,0.00040932122993192943,0.1797715722369517,0.48571215235149345,0.02003125917236612,0.31407569500925686
2.0,2.0523084966948912e-05,0.02465177462766097,0.8031507330325784,0.1409346115881575,0.031242357666636023
0.0,0.9999813740842525,1.6053733672508625e-06,2.404832389929642e-06,1.0448344385601232e-07,1.451122654645932e-05
0.0,0.9896703641880776,0.0004450071921120151,0.0011721397648285985,0.0006843326576794754,0.008028156197302459
0.0,0.9995385889592451,4.3308816687674444e-05,0.00010213130916209252,2.6658194243353604e-06,0.00031330509548084496
4.0,3.673170194274563e-05,0.05800460694112513,0.9134174355362634,0.005449894896112777,0.023091330924556182
4.0,0.004228509359708416,0.833547475491358,0.1284101003881717,0.004985023608751666,0.02882889115201027
0.0,0.9982928497447999,5.7050900675232066e-05,0.0002722756915455825,9.719033963652287e-05,0.0012806333233426456
0.0,0.5714284064280809,0.04910935619043725,0.09210386719108102,0.0012413170460752827,0.2861170531443255
1.0,0.004054039171794416,0.19361510496817588,0.021562911077930062,0.00010471402909692118,0.7806632307530027
2.0,0.027292801193988005,0.06256931337581627,0.41382133114012287,0.0017778481297886614,0.4945387061602843
4.0,0.00020525013292646533,0.07779974705998721,0.6219350143729188,0.2693477459936065,0.030712242440561158
0.0,0.08671293598612469,0.039846966331483095,0.794562295392479,0.045937132499363695,0.03294066979054934
0.0,0.8652083892917997,0.037379186854257354,0.07713119288500113,0.0003546925276093787,0.019926538441332364
2.0,0.027175102552300864,0.035659043323549515,0.11322152359554565,0.8148352354334393,0.009109095095164705
0.0,0.45895486767847626,0.07739206586211451,0.11653186060637515,0.16353049501562975,0.18359071083740414
0.0,0.9467584863280674,0.016336357649930446,0.019091628625997573,0.00012605477542819394,0.017687472620576385
0.0,0.8154954463447288,0.04671837719436681,0.05009456681839139,0.0004384094020469842,0.08725320024046612
0.0,0.8802365686000885,0.03236877865696135,0.029214709565459625,0.000527977160546863,0.05765196601694351
0.0,0.9988760892080331,6.724547560493533e-05,0.0003030181382503031,7.421278767883055e-06,0.0007462258993437311
3.0,1.1231825332798866e-08,0.12138605685465029,0.13262950543644864,0.22681060956146018,0.5191738169156155
0.0,0.9999890636398697,5.492765667251736e-07,3.269192598430238e-06,3.389583394770992e-07,6.778932625736903e-06
2.0,0.0037304804304044556,0.1680327610603559,0.31671579393278576,0.1928639886103146,0.31865697596613923
2.0,0.00045437064664590897,0.0016002372220103372,0.2596164619502914,0.00014717711669454765,0.7381817530643577
0.0,0.04663320781254766,0.2807878120686105,0.15006574643401627,0.3223370248874591,0.20017620879736645
0.0,0.9871755301067573,0.0022265877879125272,0.0074700874486179104,0.0005697730301643423,0.002558021626547831
4.0,1.082228554636807e-06,0.05491844920592438,0.03921103545577516,0.3704809894987315,0.5353884436110143
0.0,0.8885037692552041,0.016216498400689405,0.027092195478203022,0.028334442883770045,0.03985309398213309
0.0,0.854731120886523,0.07045346656953608,0.05309113018562399,0.006346406742579324,0.015377875615737625
1.0,0.009555020191101573,0.0071082265644713104,0.1322015954474174,0.8312186165105964,0.019916541286413444
0.0,0.8096837141176183,0.013678148975634475,0.020917695063114538,0.00040244139156362545,0.15531800045206895
2.0,0.0004904060168722355,0.18518561610944423,0.8037686750511182,0.006246733255618451,0.004308569566946955
0.0,0.8448405999158402,0.03574817868342568,0.06431443891361195,0.009537439527198438,0.04555934295992377
2.0,0.0003239187757934528,0.45220387915622545,0.46399402646399385,0.015307259782445955,0.0681709158215413
2.0,0.024091353070473734,0.38063068060603417,0.2968409696037232,0.038482638348217406,0.25995435837155145
2.0,0.001339215925719466,0.0325877818955394,0.6861204286055733,0.0012554782597795498,0.2786970953133881
1.0,0.0069639214651157025,0.4969546006825967,0.2966127442396105,0.06891082489406225,0.1305579087186149
0.0,0.9722919603648431,0.014341065577321082,0.0027583013814650643,1.915608531594229e-05,0.010589516591054808
0.0,0.5792408070683724,0.1586333770053452,0.035120202433091406,0.0005864825516483022,0.22641913094154265
1.0,0.0029401195312542265,0.6801495038995,0.18578806153008262,0.052538351934851034,0.07858396310431205
0.0,0.6866190146900333,0.09621012795767463,0.13019168457153407,0.049970057586541924,0.03700911519421626
0.0,0.3450684311260076,0.035866510918607125,0.3227273734917071,0.18637955287236485,0.10995813159131328
0.0,0.8027977445116168,0.10355157597995908,0.06305651971371722,0.0014272696875870848,0.029166890107119918
2.0,0.16049561764277104,0.014410182780966955,0.2701846710174065,0.4604713405132329,0.09443818804562246
0.0,0.9993095134139742,9.779598302150125e-06,0.00010857888397580804,3.338310710601767e-07,0.0005717942726767753
2.0,8.776588717159458e-06,0.0077098126090899164,0.3295426697572466,0.6572104462066027,0.005528294838343668
1.0,0.004198802875129577,0.34410712887955186,0.49444042836535507,0.03700548477972148,0.12024815510024191
4.0,6.776597103390916e-05,0.1281995137598099,0.8179193864248483,0.048265016757182054,0.005548317087125753
0.0,0.9656745775996828,0.009435623647835864,0.01049584930476768,9.354129541427215e-05,0.014300408152299228
2.0,3.321342789480044e-05,0.016075212296936973,0.8875251853428962,0.06862044908788198,0.027745939844390104
0.0,0.6245957376360233,0.03362731292413092,0.047382829957090186,0.0007897331862968093,0.29360438629645874
2.0,0.00025486887857844215,0.1886829878177048,0.7896548912680087,0.013570431498456869,0.00783682053725125
0.0,0.6881878006539488,0.2166534380645456,0.012662529309279044,0.0078107123298030365,0.07468551964242343
0.0,0.9767719450070658,0.01984110571136268,0.0026424713586560896,0.00012692860521042532,0.0006175493177048467
0.0,0.6929311664245164,0.08035507408039144,0.14373362857279406,0.01691335671164755,0.06606677421065058
0.0,0.9414260932671459,0.056966154627754034,0.0006194618743257143,1.1131332649624477e-05,0.0009771588981245952
0.0,0.9999369498965601,5.859268853330404e-07,3.113982546966251e-06,9.927304132669547e-08,5.925092096628079e-05
0.0,0.001028359456622754,0.5373353221665279,0.21817458577610804,0.020344799323820995,0.2231169332769204
4.0,0.0832789139930138,0.18288328876383803,0.4461570123384941,0.10324921540770957,0.18443156949694442
2.0,0.0002146896006773838,0.9992488542370437,1.0803078118929712e-05,2.2461002020114532e-06,0.0005234069839579002
0.0,0.9992438010236689,0.00011587687007357199,0.0002771505564892177,1.8093030973291997e-05,0.0003450785187951013
0.0,0.017709690579467224,0.21751452689300335,0.2816884057274222,0.2562521629884641,0.22683521381164315
2.0,0.003968504433970451,0.7836243348083712,0.06504375099025633,0.039642115676126105,0.10772129409127577
2.0,3.9721728151071355e-05,0.20090476867087645,0.76737510161137,0.0027355378154090048,0.02894487017419343
2.0,7.595028655084514e-06,0.0022549434684999603,0.5485575052834936,0.4397590276984729,0.009420928520878405
3.0,0.008741136968191012,0.5541749620042669,0.1158583122467423,0.112215435358475,0.20901015342232485
2.0,7.66302237414768e-08,0.4603008224634118,0.12124981777884312,0.18462752524380918,0.2338217578837122
0.0,0.9998766555689741,6.102146643316218e-07,3.3999551983001334e-06,4.535971306311778e-07,0.00011888066403272682
3.0,0.0010790908167276454,0.15475714799537235,0.5130372190074954,0.06599513876725342,0.2651314034131511
0.0,0.9999774095083874,5.8142692616829e-07,9.285313562309359e-06,5.8599261736848157e-08,1.2665151862276297e-05
0.0,0.026196417721664422,0.2894696519249423,0.1410231225770604,0.08184922924623164,0.4614615785301013
0.0,0.9999865009898388,7.552019144851632e-07,1.3051271129499596e-06,2.6284554847797024e-08,1.141239657895831e-05
0.0,0.9986051590982042,0.00022954965890932232,4.229298186609626e-05,8.083495717301762e-06,0.0011149147653031258
4.0,0.03481220331608332,0.6609690011830368,0.09181505846200137,0.11391180721875852,0.09849192982012006
0.0,0.9273632653292672,0.06290261985952762,0.008615193370062765,0.00015002562056563656,0.0009688958205766059
2.0,0.011895496189985413,0.20157851259962908,0.2309982324628597,0.04181188887722036,0.5137158698703054
0.0,0.9960182952784354,1.752190340835367e-05,0.00023107675957218904,4.486483234818648e-05,0.0036882412262359493
1.0,0.029578451385533135,0.8772020091493797,0.01261086118533745,0.027146748977752322,0.053461929301997356
0.0,0.9304905624064349,0.01763696319491018,0.018425357170672126,0.0001200192311298623,0.033327097996853
0.0,0.43561970847646414,0.13999526270199678,0.09249244436790492,0.11007646348437489,0.22181612096925926
0.0,0.5901430474623519,0.0760065180008711,0.08606893166655186,0.0019703870568980658,0.24581111581332712
2.0,0.0005737528285199243,0.06273561716012697,0.8100041403679848,0.12098254188598119,0.00570394775738718
0.0,0.872532418591501,0.0311024413849387,0.018934810580518442,0.06983534739364396,0.007594982049397871
0.0,0.11729477398288175,0.13735629049283604,0.2903686356874041,0.2842442242370308,0.17073607559984733
0.0,0.9219634163894609,0.014540974969225186,0.02663798320869546,0.00047569337341434286,0.036381932059204015
0.0,0.9997095690063237,8.1950688752282e-06,2.7092963428728943e-05,2.4099825495102047e-06,0.00025273297882293084
2.0,0.026146057825389903,0.4475166388362639,0.22933259665371838,0.16802087194188084,0.1289838347427469
0.0,0.9997037325917973,2.1147947987531244e-05,6.453567783386946e-05,9.208144507845445e-07,0.00020966296793023916
1.0,5.462489549583407e-05,0.7821939467526442,0.1947586915584748,0.0048422935444413714,0.018150443248943906
3.0,0.003540009419256374,0.8199896846869063,0.09718002139805657,0.03502806239783487,0.0442622220979459
1.0,0.0002155469457286732,0.7996990550923333,0.12063379776980267,0.01090661788419575,0.0685449823079397
0.0,0.9473122642937072,0.008715377189189723,0.005107221147772174,0.00018042128833095468,0.03868471608099979
4.0,3.469247891719212e-08,0.09297708958834296,0.27753834718952725,0.04206056355459067,0.5874239649750602
0.0,0.9764619123114349,0.005269307907375981,0.009807354968164157,8.878071842068153e-06,0.008452546741182983
0.0,0.9999894941290496,1.094814862286887e-06,1.8515334082346146e-06,7.568818904043815e-08,7.483834490961658e-06
2.0,3.088142699050611e-05,0.15469517099727223,0.25706950175949633,0.1281791587626773,0.4600252870535637
4.0,0.3445907967088155,0.05510351455258671,0.1918613807164404,0.19806110197346066,0.21038320604869665
0.0,0.20348969942074646,0.11276598681065762,0.4189859160386223,0.026111023504444088,0.2386473742255296
1.0,4.403288419381541e-08,0.22635478195043626,0.36639597923523387,0.1963449775400273,0.21090421724141828
0.0,0.9999666260552772,1.29975757113506e-06,5.414885105987448e-06,4.2951156057842057e-07,2.6229790485036284e-05
3.0,5.233074890233879e-06,0.13056219944613148,0.06910724793594274,0.14312686583369444,0.6571984537093412
0.0,0.4283787378060928,0.1440705553977533,0.1078208345006607,0.0012470538865247706,0.3184828184089682
2.0,0.0014448605873758835,0.003971913750587499,0.26571711498256056,0.0004813495024427575,0.7283847611770333
2.0,0.0018656316624636824,0.5647150913616329,0.24258192243005738,0.04659721727249616,0.14424013727334992
0.0,0.8585637240926141,0.014190850222107029,0.06191998343815779,0.031528326150562204,0.0337971160965591
1.0,0.006430278102533834,0.3946008224488031,0.09427174730483832,0.0031218698339152214,0.5015752823099094
0.0,0.9999898959444482,1.844016858958218e-06,4.011502825844041e-06,2.196451502523843e-06,2.052084364553925e-06
3.0,5.7179811370285285e-05,0.9363413666573851,0.05715483136219758,0.004303500416724474,0.002143121752322484
3.0,0.003185810953228857,0.7913915043786413,0.16576755281227548,0.026471639165158104,0.013183492690696396
1.0,0.001619966518194067,0.558326197973874,0.33289920185485145,0.0199462935187996,0.08720834013428096
2.0,0.07074781078511148,0.030782163194676835,0.5675717191264478,0.1812767464396153,0.14962156045414848
0.0,0.8966599471945065,0.0715594314450491,0.025102438319646547,0.0022248020477179035,0.00445338099308009
0.0,0.011086263856989947,0.408846364351215,0.27806870225155467,0.20360153715889212,0.09839713238134828
2.0,0.0001565822014535928,0.08370382939913776,0.7649062420802529,0.11859521322678553,0.03263813309237015
2.0,0.0013036879941200554,0.28620160118501287,0.2271645702657307,0.0012149056447220957,0.4841152349104144
0.0,0.6607676574605746,0.19826591910127161,0.08151364709665732,0.000843051817651448,0.05860972452384491
2.0,0.002436496681803548,0.4357520921591713,0.3160140536951816,0.1737411453425346,0.07205621212130903
0.0,0.9999225372143574,1.1507647978546201e-05,3.2497058045470425e-05,2.840644791072529e-06,3.0617434827339176e-05
0.0,0.8108880974025127,0.051987454111142736,0.06162558007259652,0.0015766481619049753,0.07392222025184297
2.0,0.005896487130036387,0.039635594852208765,0.5925801701076326,0.0071334383909821995,0.3547543095191399
1.0,0.001255915939807004,0.49200474064910416,0.40810896333550245,0.00933655305496429,0.08929382702062208
0.0,0.999946313829908,3.5901652855467544e-06,8.602155006190812e-06,1.1311999893941085e-06,4.036264981074717e-05
0.0,0.06711426240985333,0.05960200309566311,0.34196013403039077,0.13255257240128945,0.39877102806280335
1.0,0.009528423075065027,0.616827927701287,0.27939747451895297,0.013181217679396694,0.08106495702529827
0.0,0.017405910875799225,0.1064941014386863,0.5131567941250736,0.08328379800885055,0.2796593955515903
0.0,0.8446023508970572,0.021337193457765725,0.018381518224356682,0.00011121665852489057,0.1155677207622956
0.0,0.9999988559531751,6.923046770726638e-08,3.175388657331294e-07,1.768065392803236e-08,7.395968376109629e-07
2.0,0.0013907963915760543,0.024731535871169934,0.37466028563085435,0.0013549167591858664,0.5978624653472138
2.0,4.894275033070041e-05,0.007032900087205901,0.8487295251461794,0.010881309273915674,0.13330732274236828
0.0,0.9316175837218503,0.01828973319158502,0.01445248651460937,4.588930752138927e-05,0.035594307264433786
1.0,2.391164445966611e-09,0.46630336847649273,0.2650347224293925,0.012682762428919124,0.2559791442740312
0.0,0.7440751323706608,0.028266570922003968,0.05976761594612342,0.0005764046357669742,0.16731427612544497
4.0,8.543219990077645e-06,0.8838249085991385,0.034825673968484704,0.0006191182605071165,0.08072175595187969
1.0,0.003174389161203861,0.4149798617346239,0.2801230454706441,0.1081622076498026,0.19356049598372554
1.0,0.005974252712121297,0.5395540312346536,0.16355193441727828,0.15031870581694706,0.1406010758189996
2.0,0.555231544039158,0.010683358827438625,0.1840275010134296,0.0006539598705281031,0.24940363624944575
4.0,0.004419890368894223,0.1266584377709468,0.5448071599752695,0.2546248682550664,0.06948964362982317
2.0,0.031247125566616858,0.0862707629876044,0.5252925297845694,0.05256475832525189,0.3046248233359575
2.0,0.015504055720217997,0.25636275251550483,0.1911396166012637,0.3041031663083116,0.23289040885470186
2.0,0.0018318762514729055,0.7228538913029283,0.07840783916560591,0.03288207686040811,0.16402431641958476
0.0,0.999948339160157,9.237102650322826e-07,1.5301049019178706e-06,2.3203202705313176e-08,4.91838214732262e-05
2.0,0.929250892475492,0.015284237929675558,0.008456284064628011,0.004554902288748438,0.04245368324145618
0.0,0.929510368556986,0.019155459843033955,0.027117445167909832,0.0001422901898399822,0.02407443624223043
2.0,0.03710605438574672,0.09263133976761105,0.029484901404515332,0.09231263881122287,0.748465065630904
0.0,0.871357964129804,0.06898244623706298,0.02189969099079342,0.00014190395781228885,0.03761799468452724
2.0,0.0019881162987847607,0.7384015155769225,0.15316058170629285,0.010870014817472967,0.09557977160052697
2.0,0.05288818275504389,0.0010390188718642345,0.4214024941534468,0.00022206308301092693,0.524448241136634
0.0,0.8374956830253582,0.03450497592005557,0.02469373108237261,0.0003459051212009921,0.10295970485101254
0.0,0.822496086124998,0.05395890369023976,0.06762168864988864,0.0013412871065279195,0.05458203442834552
0.0,0.8878649146667901,0.002972652964182486,0.012100082897444108,0.07364987961514403,0.02341246985643911
0.0,0.9502991204696724,0.007389316741209136,0.010547849807296788,0.0009762994742522339,0.03078741350756947
1.0,0.0001647382720196029,0.7402493585978308,0.1369122766641557,0.014828665305409657,0.10784496116058419
1.0,0.0033962222471826706,0.6256140302568711,0.12296263927125542,0.1902229452652675,0.05780416295942332
2.0,1.91273694143619e-08,6.966205468393322e-06,0.9979659710737393,0.0020240891929717113,2.9544004511930702e-06
0.0,0.9559101511194544,0.01753726361817069,0.011678429081587073,0.00016313620974700235,0.014711019971040799
2.0,0.003274495090001726,0.13696492638726823,0.7675097112275064,0.049087108001320566,0.04316375929390307
0.0,0.9494497158559763,0.007227912844894238,0.015255527956214229,0.00013072138176474046,0.027936121961150508
2.0,5.843046892150044e-06,0.000815829347992638,0.4698491402647795,0.514880606705153,0.01444858063518273
1.0,0.004081399954983091,0.6039612450943228,0.19900391622805386,0.06907347888093718,0.12387995984170301
0.0,0.9999704783268782,5.088824953715151e-06,9.23288899940466e-06,5.031089774146663e-07,1.469685019141397e-05
0.0,0.9127166885617689,0.006888288517792336,0.026639369353721576,0.0011807515276298529,0.05257490203908752
0.0,0.9681944247704132,0.0067140937957635705,0.0025180407365508724,4.0757513415588224e-05,0.022532683183856813
2.0,0.029787869902800124,0.43759974730195306,0.11382111595794513,0.09406292127020303,0.3247283455670987
0.0,0.8690328399500562,0.04683247447815329,0.05121937218342971,0.00046370646701720793,0.03245160692134372
2.0,1.8305737118191231e-06,0.00031342883347784505,0.8569616604707523,0.1358807695219519,0.0068423106001061105
2.0,0.013750789998384229,0.01694508347756764,0.06072896164290497,0.8687390937239986,0.039836071157144534
2.0,0.008834430524125024,0.5402535309702032,0.14617641268889353,0.2203431235994062,0.0843925022173721
2.0,0.042467422326652036,0.026881120894345037,0.3572032201698294,0.2383915950133886,0.33505664159578485
0.0,0.6939886476245696,0.059984247659904844,0.020366067990943464,0.0018015756836051854,0.22385946104097698
2.0,0.7297051971729479,0.1189400625542451,0.07358378082120601,0.0019549936158130563,0.07581596583578798
2.0,1.5859192800552943e-06,0.000614296524905868,0.4415587154186722,0.5413144979971414,0.01651090414000051
2.0,2.818022117506694e-05,0.046069312179104975,0.8502868298260431,0.015352576010144914,0.08826310176353212
0.0,0.41586288223864204,0.002742912999552018,0.3779124191616274,0.1309924187240648,0.07248936687611386
3.0,4.445800088147537e-07,0.00035634879615338295,0.4625676563875762,0.45543467290944645,0.08164087732681508
